Class name	Wubi Label Sequece
璝	6 10 7 12 14 
踷	10 7 5 9 5 
㫢	9 5 2 24 2 
偢	22 19 14 24 
錡	16 3 18 10 
茆	0 16 19 1 
歾	6 16 16 17 
䝵	12 6 4 24 
鎀	16 22 7 4 
牢	15 17 7 
揄	17 22 6 9 
梊	17 17 18 20 
幄	12 7 13 5 
㵢	8 5 11 6 
幓	12 7 2 4 9 
呺	10 10 6 13 8 
戉	0 13 19 24 
逇	5 1 15 21 
楲	18 3 6 19 
塙	5 24 12 10 
傡	22 20 20 6 
櫏	18 18 3 15 
損	17 10 12 24 
醸	18 6 20 4 
銥	16 24 4 24 9 
婛	21 24 8 24 
堈	5 12 20 12 
贉	12 18 9 7 
荙	0 3 15 20 
㛠	21 20 9 6 
虮	9 12 13 
憜	13 1 3 4 
謒	24 22 24 10 0 
清	8 6 4 
乹	5 9 13 13 
沯	8 3 5 15 
稉	19 6 9 16 
蚝	9 19 5 
皯	7 2 5 7 
譀	24 13 1 19 
嚉	10 14 6 5 
緜	17 12 7 8 
來	18 22 22 8 
聮	1 23 23 14 
淄	8 21 11 
唅	10 22 24 10 1 
㕇	3 20 3 12 
饬	16 13 19 11 
趢	5 7 21 8 
㤠	6 16 9 13 
碲	3 20 15 7 
泓	8 23 2 
㼣	3 9 6 13 
蜐	9 5 2 11 
掏	17 16 17 
渕	8 20 3 9 
潠	8 13 13 22 
䤘	18 6 22 6 17 
圿	5 22 9 7 
姧	21 21 5 7 
㛖	21 2 22 19 
㺖	16 19 13 19 
帋	16 0 12 7 
胰	4 6 23 
揘	17 17 6 6 18 
矒	7 0 11 7 
躅	10 7 11 9 
棽	18 18 22 13 
䝺	24 24 12 20 
蛦	9 6 23 22 
䛊	24 10 22 24 
祀	15 24 13 13 21 
䗭	9 10 10 13 
钤	16 22 24 13 19 
垦	21 4 5 
窘	15 22 21 10 
賘	12 24 5 24 
磍	3 15 3 10 
袍	15 20 16 
哇	10 5 5 
聄	1 22 4 19 
竞	20 10 16 1 
稿	19 24 12 
炽	14 10 
傓	22 24 13 13 
惭	13 11 
脏	4 24 5 
嶇	12 0 10 10 
㺾	6 12 10 6 
鞹	0 5 24 1 3 
㬍	9 6 4 5 15 
祴	15 24 0 0 
潫	8 20 3 8 3 
羛	20 6 23 9 
㿎	20 5 0 12 
改	13 19 24 16 
劤	17 11 13 
䑻	19 4 24 1 
钩	16 16 2 
㧗	17 7 23 13 
侾	22 5 19 1 
敪	2 2 2 19 
寫	15 21 16 14 
蟀	9 24 23 
壕	5 24 15 
悀	13 2 4 7 
苈	0 3 11 
茒	0 16 1 9 
蜽	9 6 12 24 
旬	16 9 
翱	17 3 5 
洜	19 10 8 20 
愓	13 9 6 17 
斪	16 10 17 7 
佰	22 3 9 
謟	24 4 21 6 
楔	18 3 7 
愞	13 3 12 3 
洹	8 6 9 
䊗	14 17 6 6 
蠧	5 15 3 9 
詄	24 17 22 24 
析	18 17 
工	0 
䵊	12 24 0 22 
䤯	16 6 0 4 
䝸	12 0 5 2 
佸	22 19 3 6 
䀸	17 17 7 5 
溾	8 17 16 2 
秆	19 5 7 
㣥	19 22 5 5 
喰	10 22 24 4 
炠	14 11 7 
棾	18 18 15 12 
髮	3 4 3 2 
㾂	20 2 10 3 
遟	13 20 15 10 
趼	10 7 6 0 
鈍	16 6 1 13 10 
㾵	20 24 5 10 
咊	10 19 24 
闰	20 6 
鉉	16 24 23 24 
刨	16 13 9 7 
冡	15 5 4 20 
䗛	9 22 7 4 
缞	23 24 10 4 
掭	17 6 3 13 
㫒	9 0 9 
螱	13 5 8 9 
魘	3 9 4 2 
滞	8 6 10 
仺	22 0 6 5 
䟺	10 7 12 24 
鍺	16 5 19 9 
擛	17 0 0 18 
捭	17 17 19 
罪	11 3 9 
䩮	0 5 21 8 
㝸	8 17 16 1 
淗	8 16 14 24 
备	19 11 5 24 
筎	19 21 10 5 
㨩	17 24 19 15 10 
弸	23 4 4 6 
烁	14 16 8 
巻	20 3 13 1 2 
鑙	16 19 3 9 
囝	11 1 
䎸	1 6 10 6 
煾	14 11 3 13 
召	21 10 5 3 
痒	20 20 3 
藊	0 19 24 0 
峾	8 17 12 9 7 
㷂	0 7 13 14 
蔭	0 1 22 2 
攰	5 2 11 21 
㷚	14 24 15 18 
塃	5 0 24 16 
詑	24 15 23 13 
杹	18 22 23 13 
葇	0 2 1 18 
嬞	21 0 19 5 
充	24 2 
蚻	18 13 9 20 
㫡	9 19 20 20 
䅢	19 12 4 6 
陼	1 5 19 9 
詶	24 24 19 7 
米	14 24 
亢	24 12 1 
洰	8 0 13 6 
㤛	13 22 19 5 
鍵	16 21 5 15 
䴶	18 22 22 7 21 
䈒	19 5 12 5 
垛	5 12 18 
㹶	16 19 19 15 
氂	5 8 19 13 
醣	18 6 24 10 
圣	2 5 5 
莼	0 23 6 
訬	24 8 19 19 
椺	18 22 10 18 
眸	7 2 17 
㡴	24 20 3 0 
桊	20 3 18 
䈆	19 24 13 3 
赐	12 9 16 
凑	20 3 22 
褽	13 5 8 4 
巺	13 13 6 22 
歨	7 7 20 10 
瞒	7 0 6 22 10 
㥬	13 20 15 24 
䊴	14 19 22 22 
暝	9 15 9 20 
㪪	6 3 3 2 
䙑	15 20 24 4 
瓱	6 13 24 13 
嬍	21 12 6 19 0 
㮙	18 10 10 13 4 
燯	14 5 22 2 
䣼	18 6 24 8 
甾	21 11 5 
癗	20 5 11 3 
㹙	19 17 14 7 
彆	20 12 8 23 22 
潯	8 21 0 5 
俇	22 16 19 6 
峯	12 19 3 7 
墰	5 18 9 7 
齙	7 1 16 13 
偲	22 11 13 24 
㖣	10 20 10 6 
狨	16 19 0 3 
謻	24 19 16 16 
砺	3 3 3 13 
豴	4 20 12 3 19 
㣰	19 19 14 13 
徭	19 4 17 12 
㦙	13 9 12 13 
峎	12 21 4 20 
劵	20 3 11 1 
怈	13 0 13 13 
䛵	24 4 15 2 
盘	19 4 11 
斀	11 16 9 2 
酤	18 6 3 6 
迴	11 10 15 3 2 
鍧	16 16 24 6 
瞳	7 20 
袓	15 20 4 6 
喁	10 9 12 
繁	19 23 6 8 0 
䥼	16 16 17 19 
狎	16 19 11 
殲	6 16 22 6 
䄭	19 19 5 7 
㚓	3 18 20 13 
䙣	15 20 6 3 
煊	14 15 6 
暃	9 3 9 3 6 
玹	6 24 23 24 
濿	8 3 0 24 
髬	3 4 6 6 22 
㠃	12 20 12 3 
揇	17 5 12 5 
麥	18 22 22 19 3 
犝	19 17 20 5 17 
焟	14 0 9 6 
褆	15 20 9 7 
韼	20 9 19 15 
郍	19 4 1 7 20 
濬	8 7 15 7 
鋷	16 1 2 24 
柨	18 3 12 7 
荫	0 1 4 
磦	3 18 5 8 
嫉	21 20 19 
缋	23 10 7 
渿	8 18 5 8 
㼺	24 21 7 13 
笠	19 20 5 
䢮	5 11 15 3 
躾	19 12 3 3 
蛃	9 6 12 22 3 
㯳	18 0 16 19 
俣	22 10 6 10 
启	24 13 10 
描	17 0 11 
浇	8 0 19 19 
蠲	20 22 11 9 
傴	22 0 10 10 
䀟	7 23 9 7 
邔	13 1 7 25 
機	18 23 23 19 
轫	11 21 24 
飃	12 19 9 8 
㸘	22 16 11 18 
艸	1 19 1 7 
銝	16 22 18 24 
嶿	12 5 3 9 
闱	20 5 13 
笱	19 16 10 
秺	19 15 19 0 
荕	0 4 11 1 
凹	12 12 6 3 
棪	18 14 14 24 
悉	19 14 13 
䖯	5 5 9 20 
遮	24 0 14 15 
禄	15 24 21 
毌	23 5 10 
鎠	16 11 6 7 
浤	8 15 3 2 
鞳	0 5 0 10 13 
琳	6 18 18 
䔐	0 8 0 0 
琣	6 20 10 6 
搿	17 22 6 17 
隋	1 3 0 
㻐	6 2 22 19 
㲛	19 3 10 13 24 
崍	12 18 22 22 
楘	2 1 19 18 15 
曰	9 7 13 6 
菈	0 17 20 5 
㙩	5 3 20 8 
㞀	3 13 3 14 
醂	18 6 18 18 
函	1 8 1 
霥	5 15 5 4 12 
婷	21 24 15 
偄	22 3 12 3 
㓀	15 7 20 
㡼	24 9 23 4 
呟	10 24 23 24 
窙	15 22 5 1 
竍	20 5 7 
㜝	21 22 24 6 0 
踻	10 7 12 10 
䚖	5 10 10 16 
咟	10 3 9 6 
垟	5 20 3 7 
䓄	0 16 19 17 
塮	5 19 12 5 
辦	20 11 20 7 
蘶	0 19 21 2 
䤜	16 19 0 13 
䗊	9 14 14 24 0 
㯔	19 5 13 18 
㪐	24 13 3 2 
䏞	4 6 18 24 
簂	19 11 0 6 
杰	18 14 
峰	12 19 3 
熗	14 22 24 10 
湵	8 20 6 24 
釯	16 24 13 13 13 
鑪	16 7 0 11 
聋	3 23 1 13 
圓	11 10 12 8 12 
苷	0 0 5 
剡	14 14 9 
㝬	15 3 7 22 
梻	18 22 23 9 
囪	19 11 17 24 
䍬	20 3 6 7 25 
尞	3 20 9 8 
簴	19 7 0 22 
剏	20 0 21 24 
㣏	3 9 4 19 
嗪	10 3 22 19 
穖	19 23 23 19 
䪧	20 9 1 13 
伟	22 5 13 
鐩	16 20 4 15 
栩	18 13 6 
瘄	20 0 9 3 3 
炘	14 17 7 23 
熁	14 11 11 4 
殱	6 16 5 6 
雮	5 19 5 13 6 
卅	6 10 10 
䛟	24 3 22 22 
葧	0 5 15 11 
鄱	19 14 11 1 
塻	5 0 9 3 
㜋	21 20 22 11 
丼	5 9 24 8 
萻	0 20 9 5 20 
庪	24 17 5 2 
䓱	0 7 23 18 
声	5 13 17 
効	20 16 11 13 
萚	0 17 2 7 
㖆	10 12 0 6 
浧	8 10 6 6 
䢸	4 6 1 7 
慃	13 22 2 13 
跳	10 7 8 
燻	14 19 6 14 4 
粳	14 6 9 
㕱	10 3 13 13 
态	3 24 13 
䛏	24 13 23 13 
腤	4 20 9 6 
櫾	18 4 17 8 
澁	8 7 7 7 
㫫	9 6 14 6 
晽	9 18 18 24 
夵	3 8 20 
腛	4 13 6 5 
洖	8 10 6 3 
籯	19 24 13 24 13 
偶	22 9 12 
阏	20 24 22 20 9 
畹	11 15 16 
刬	6 9 7 20 
秴	19 22 6 10 
䇣	19 22 8 20 
掟	17 15 6 7 
昱	9 20 5 
籼	14 12 7 
㶖	8 22 7 14 
㒘	22 0 7 20 
㦽	3 4 0 21 
券	20 3 21 
趧	5 7 9 7 
硗	3 0 19 
搱	17 13 20 7 
帨	12 7 20 16 
艺	0 13 1 
兕	12 12 6 16 
劷	20 3 11 13 
卄	0 6 7 7 
䖥	2 1 19 9 13 
䐛	4 3 1 6 
徰	19 6 7 7 
伍	22 6 6 
吨	10 6 1 
㨀	17 19 6 8 15 
䚯	24 9 7 
列	6 16 
彿	19 23 9 7 
腮	4 11 13 24 
䪀	0 5 15 13 5 
袣	15 20 0 13 
吠	10 3 24 
槸	18 5 22 24 7 
㚹	21 16 19 1 
㐘	14 13 1 
蕾	0 5 11 5 
岨	12 4 6 6 
甿	11 24 13 13 
暣	9 17 13 14 
鑳	16 15 5 7 
蹃	10 7 0 10 
湂	8 10 10 13 
鎋	16 15 3 10 
牦	19 17 19 13 
煿	14 6 4 5 8 
缴	23 17 24 
㣙	19 12 6 23 
镪	16 23 10 
舂	3 22 3 
螗	9 24 21 10 
誸	24 23 24 23 21 
诔	24 3 8 24 
鈉	16 12 22 24 10 
喨	10 24 15 12 
糊	14 3 4 
群	21 19 10 
钛	16 3 24 16 
栂	18 23 6 20 
䅧	19 20 9 6 
芒	0 24 13 
䃺	3 24 18 3 
䪮	20 9 16 19 
銡	16 5 10 6 
踶	10 7 9 7 
䤴	16 1 8 1 
嚞	5 10 5 10 1 
䞣	5 7 17 24 
蛢	9 20 0 7 
报	17 1 17 
情	13 6 4 
㭏	18 5 13 7 
沓	8 9 5 
帱	12 7 3 
䉷	19 10 10 19 
奓	3 16 16 20 
菭	0 8 2 10 
潻	8 19 22 8 
䘅	2 4 23 9 23 
沟	8 16 2 
㣐	17 8 4 19 
廟	24 5 9 4 4 
矈	7 17 15 24 
郭	24 1 1 
䈈	19 4 2 1 
詫	24 15 19 0 
俱	22 7 22 
㲨	0 1 19 13 
馕	16 13 6 4 
譲	24 20 5 4 
爪	17 7 24 8 
篆	19 23 4 
崡	12 1 8 1 
彜	23 6 14 0 
㑏	22 15 5 24 
蜕	9 20 10 
溿	8 11 20 5 
詡	24 13 6 
貥	12 24 12 13 
屔	17 6 13 23 
螢	14 14 15 9 6 
箳	19 13 20 0 
襙	15 20 10 18 
到	6 2 
艂	19 4 19 7 
醍	18 6 9 7 
倯	22 18 22 2 
遪	2 2 2 15 6 
㢼	23 20 12 8 
䀨	7 19 3 6 
賏	12 12 24 
婃	21 15 5 8 
讷	24 12 22 
瑈	6 2 1 18 
䣒	10 7 6 1 
奌	7 10 3 20 
指	17 23 9 
丕	6 8 6 5 
銳	16 22 10 16 
踒	10 7 19 21 
訥	24 12 22 24 
㪽	6 9 17 9 
琲	6 3 9 3 
㗚	10 18 18 24 
螣	4 20 3 9 
㒚	22 4 0 13 
婋	21 7 0 12 19 
䅁	15 21 19 20 
肋	4 11 
㓿	19 22 8 9 
秷	19 6 2 5 21 
䥱	16 15 21 14 
嫃	21 5 7 22 24 
媿	21 17 16 2 
䀒	7 19 5 7 
㵨	13 10 20 8 5 
宮	15 10 19 10 
轶	11 17 22 
诈	24 19 7 
菹	0 8 4 
殌	6 16 6 0 
猱	16 19 2 18 
绨	23 20 23 19 
㝟	15 6 7 16 
併	22 20 0 7 
罬	11 2 2 2 16 
㵴	8 3 13 19 
㳪	8 6 8 10 
茁	0 1 12 
昰	9 6 7 5 
郛	4 1 1 
㱠	6 16 3 6 
拻	17 3 14 24 
醊	18 6 2 2 
憶	13 20 9 13 
䛓	9 19 24 24 
惤	13 23 24 23 
蒼	0 22 24 10 
獛	16 19 14 24 19 
忴	13 22 24 13 
釱	16 3 24 
鍼	16 3 6 19 
剖	20 10 9 
朎	4 22 24 2 
拱	17 0 22 
潦	8 3 20 8 
墳	5 5 0 12 
譔	24 13 13 22 
叶	10 5 
较	11 20 
岶	12 17 6 14 
乡	23 19 4 
䦅	16 20 3 10 15 
㕂	3 22 24 13 
崏	12 16 0 9 
诇	24 12 10 6 5 
㵅	8 22 24 12 
逊	1 8 15 
嗴	10 20 3 2 
溣	8 22 22 0 
汈	8 13 6 6 
樿	18 10 10 5 
㮘	18 2 1 19 
嗖	10 21 7 
黹	14 6 20 8 
螷	24 17 19 9 10 
䃉	3 13 0 9 
㑫	22 22 24 13 
碶	3 3 7 3 
覀	18 6 7 6 
濚	8 14 14 18 
㗀	10 23 23 12 
笸	19 0 10 5 
鄗	24 12 10 1 
㲩	19 5 13 13 1 
諊	24 16 14 24 
蘵	0 1 20 9 
缏	23 22 6 16 
亽	22 24 20 
韵	20 9 16 20 
㚬	21 16 20 6 
揨	17 24 15 18 
炇	14 19 24 18 
䎛	5 19 23 10 24 
㓦	3 9 9 7 
哼	10 24 1 
诣	24 23 9 
躬	19 12 3 23 23 
田	11 11 11 
㪎	3 22 22 2 
跐	10 7 7 23 
䝹	12 15 16 1 
㨕	17 4 2 11 
薔	0 5 22 10 
煘	14 3 6 19 
擲	17 20 18 1 
㕬	10 22 2 24 
䐘	4 4 5 2 
鐄	16 0 12 22 
䪯	14 14 15 9 
䃮	3 5 20 15 
蟌	9 19 11 13 
碴	3 18 9 
锠	16 9 9 6 6 
膅	4 24 21 10 
糐	14 6 4 5 
馠	19 9 22 10 
踥	10 7 20 21 
謠	24 16 17 12 
甬	2 4 9 
烛	14 9 
䃟	3 0 4 19 
看	17 7 5 
翥	5 19 9 13 17 
狑	16 19 22 2 
莡	0 10 7 20 
忯	13 16 0 13 
纱	23 8 
娒	21 19 23 20 
據	17 7 0 4 
咵	10 3 5 13 
劭	21 10 11 
腭	4 10 10 
硾	3 19 6 5 
䰥	0 10 6 2 
郞	24 21 4 1 8 
鏋	16 0 12 24 
睉	7 22 22 5 
屖	13 20 10 
壬	19 5 3 
獌	16 19 9 2 
猦	16 19 12 9 
艣	19 4 7 11 
㣄	23 8 0 18 
袔	15 20 18 10 
匾	0 24 13 0 
枆	18 19 5 13 
䎴	1 5 9 7 
銽	16 16 0 10 
艚	19 4 6 9 
䃎	3 3 16 16 
肻	7 15 4 5 
巊	12 12 12 21 
揚	17 9 6 17 
醷	18 6 20 13 
怡	13 2 10 
一	6 
䖩	9 13 19 19 
湪	8 23 4 24 
弤	23 16 0 24 
䎰	3 8 0 17 
烞	14 18 7 24 
夘	16 1 7 1 
施	24 19 1 
菍	0 22 24 13 9 
梅	18 19 23 
梿	18 11 15 24 25 
皛	17 17 17 5 
䓎	0 14 16 24 
㖹	10 22 21 11 
坓	5 9 5 5 
晊	9 6 2 5 
樛	18 13 22 4 
䦸	20 9 12 2 
獍	16 19 20 16 
嗅	10 19 7 3 
滒	8 18 10 10 
䚀	19 4 7 16 
恒	13 6 9 
邍	19 11 21 15 
郥	12 1 7 10 
庾	24 21 22 8 
囁	10 1 1 1 
㿓	20 3 22 7 
衠	19 5 7 7 
㕗	20 6 16 2 
㯇	18 3 9 5 
萾	0 4 2 11 
暰	9 19 22 7 20 
獷	16 19 24 22 
量	9 6 
託	24 19 0 13 
矢	19 3 20 
鍘	16 12 9 7 
鈲	16 17 2 24 16 
㑢	22 5 2 1 
靳	0 5 17 
原	3 17 
钀	16 7 0 3 
㴉	8 2 2 5 
棴	18 4 1 2 
醞	18 6 11 11 
蓬	0 19 3 15 
仛	22 19 0 13 
黅	0 12 22 13 
訹	24 18 24 24 
舿	19 4 3 13 
勒	0 5 11 
瘗	20 6 20 5 
铻	16 6 10 6 5 
瞚	7 15 6 22 
㖴	10 0 16 17 
冋	12 10 3 
俞	22 6 4 9 15 
漛	8 20 3 8 
踼	10 7 9 17 
䛌	24 16 13 13 
㠻	5 19 12 7 
帣	20 3 12 7 
季	19 1 
揾	17 9 11 6 
汻	8 19 5 7 
伫	22 15 6 
䒜	0 17 7 9 
譼	0 7 13 24 
罠	11 13 0 1 
帝	20 15 
錩	16 9 9 6 
垄	3 23 5 
裷	15 20 20 1 
峩	12 19 17 19 
蘂	0 13 13 18 
藳	0 24 12 19 
䣮	18 6 3 2 
蓗	0 19 5 7 22 
癖	20 13 10 
碥	3 24 13 0 
㯡	18 22 8 13 
迺	18 15 3 25 
艼	0 18 9 13 
姻	21 11 3 
翧	15 6 9 13 19 
漰	8 12 4 4 
贽	17 21 24 12 
颾	12 19 9 9 
橻	18 13 5 5 
㒾	9 24 19 1 
䃨	3 23 10 9 
艙	19 4 22 10 
柛	18 9 7 7 
瑮	6 18 18 24 
䘓	19 11 16 21 
榑	18 6 4 5 4 
灄	8 1 1 1 
呑	19 3 10 5 
㩐	17 19 5 5 
暘	9 9 6 17 
涘	8 2 19 3 
埿	8 13 23 5 
㹥	16 19 24 6 9 
逐	4 15 8 
㧢	17 11 3 24 
囊	6 10 7 
惜	13 0 9 6 
葀	0 17 19 3 
岡	12 20 12 10 
捼	17 19 21 6 
攻	0 19 
妚	21 6 8 24 
湱	8 3 7 3 
餍	3 3 22 
劓	19 7 11 9 10 
藐	0 4 4 
柫	18 23 9 7 
趞	5 7 0 9 
齠	7 1 21 10 
廬	24 7 0 11 4 
萡	0 8 17 5 
泷	8 3 23 
赣	20 9 19 
瘪	20 19 7 23 
䜋	24 10 7 12 
盖	20 6 11 
望	24 13 4 6 
汎	8 12 24 24 
㿰	20 16 7 2 
畣	22 6 10 11 22 
歰	21 24 21 7 22 
诎	24 1 12 7 13 
䈷	19 18 19 10 
恵	6 12 13 20 
啯	10 11 6 24 
蟗	6 10 7 9 20 
䝋	4 15 5 8 23 
着	20 3 7 
踚	10 7 22 0 
詚	24 9 6 6 
朐	4 16 10 
十	5 6 7 
䉫	19 19 16 8 
㸔	19 20 19 7 6 
舌	19 3 3 
䐼	4 3 7 8 
抨	17 6 20 7 
蝏	9 24 15 18 
陾	1 3 12 3 
硆	3 22 6 10 1 
乇	19 0 21 
盯	7 18 
䏖	4 23 7 7 
搖	17 16 17 12 
殃	6 16 12 
㮩	18 19 7 13 22 
侞	22 21 10 6 22 
䄋	15 24 3 13 
郧	10 12 1 
碃	3 6 4 6 
㼝	16 1 6 13 
皒	17 19 17 19 
虘	7 0 4 6 
霸	5 0 5 3 
㑞	22 14 0 7 
攨	17 15 22 24 4 
貫	23 5 12 20 
怿	13 2 5 7 
锇	16 19 17 19 19 
邯	0 5 1 
倧	22 15 5 8 
貵	2 3 12 20 
囗	11 7 13 6 
䕉	0 11 5 5 
蜸	0 7 13 9 
腏	4 2 2 2 6 
錅	19 16 19 16 
厊	3 0 7 19 
耗	3 8 19 13 
珐	6 5 2 
䅗	19 19 21 6 24 
盏	6 11 5 
䢴	19 3 1 7 
摻	17 2 2 4 
悁	13 10 4 6 
崟	12 16 5 
乓	17 6 24 
䏕	4 19 5 6 
㧫	17 3 12 9 
碠	3 24 15 18 
潺	8 13 1 1 
漬	8 6 12 24 
榯	18 9 5 5 
诨	24 15 11 
蔐	0 20 12 3 
䕊	0 24 11 6 
翸	5 0 12 13 
䄑	15 24 16 9 
㺭	6 1 6 
㿭	17 24 7 2 
凿	14 6 20 
酾	18 6 6 24 
傞	22 20 3 0 
劘	24 18 18 9 6 
䏡	4 5 8 24 
䢧	13 22 4 15 
霔	5 8 24 6 
趫	5 7 19 10 
竾	19 1 1 
邡	24 1 7 
乺	17 13 17 13 
浯	8 6 10 6 
饻	16 13 24 4 
砈	3 3 1 13 
䊍	19 16 19 14 
跁	10 7 2 13 
耄	5 19 23 13 
焐	14 6 10 
㞿	12 5 16 20 
胩	4 7 7 
疛	20 5 8 
翊	20 13 6 
啍	10 24 1 6 
䝱	11 11 11 12 
嫐	21 11 11 21 
挢	17 19 3 9 
䦾	22 13 13 16 
狆	16 19 10 7 
圴	5 16 24 24 
㚜	3 0 10 6 14 
娤	13 7 3 21 12 
剓	19 16 19 21 
埇	5 2 4 7 
埧	5 7 22 24 0 
蔩	0 15 6 22 
畎	11 3 24 22 
幩	12 7 5 12 
灅	8 11 11 5 
茅	0 2 1 19 
袞	20 10 4 20 
孰	24 1 21 24 
鉬	16 7 6 24 
䌎	11 19 10 8 
湹	8 3 9 5 
䬔	12 19 9 9 3 
屳	19 24 12 9 
篕	19 5 2 11 
袙	15 20 17 6 
姷	21 3 4 6 14 
蔃	0 23 10 9 
嘈	10 6 12 9 
箎	19 7 0 12 
狈	16 19 12 24 21 
妹	21 5 8 
㹚	19 17 14 10 
湷	8 3 22 9 
礿	15 24 16 24 0 
烤	14 5 19 
菬	0 8 21 10 
㭌	18 17 7 7 
㤤	13 9 16 24 
挝	17 5 15 
䕲	0 24 24 8 
秲	19 5 5 24 11 
压	3 5 24 
陏	1 3 4 6 
瀯	8 14 14 10 
燩	14 17 24 19 
鬵	0 16 0 7 
涮	8 13 12 
躡	10 7 1 1 
胐	4 1 12 7 25 
璩	6 7 0 4 
愘	13 15 19 10 
鐾	13 10 20 16 21 
紊	24 23 8 20 
䄾	19 0 3 19 15 
䥯	16 11 2 23 
掹	17 1 11 6 
㘺	5 22 0 19 
袘	15 20 19 1 
㕹	10 3 2 24 10 
樍	18 6 12 24 
䗷	9 20 9 13 
㹘	19 17 5 9 
䑋	4 24 10 4 
詀	24 7 10 6 
儢	22 7 0 13 
峙	12 5 5 
伾	22 6 8 6 
鄍	15 9 20 1 
㛵	21 4 12 5 
荋	0 3 12 9 
牑	19 7 6 0 
蜵	9 9 6 6 20 
鈘	16 5 2 24 1 
㑵	22 20 19 3 
裬	15 20 5 19 
敚	20 10 16 19 
仫	22 19 2 24 
齩	7 1 20 16 
㕰	10 19 5 13 
窂	15 22 17 7 
碦	3 15 19 10 
餥	3 9 3 4 5 
䶑	19 7 11 7 2 
押	17 11 
瓸	6 13 24 9 
璙	6 3 20 8 
㲤	24 10 6 13 
篫	19 0 12 17 
玪	6 22 24 13 
泴	8 11 5 21 
矁	7 19 14 13 
穋	19 13 22 4 
捤	17 13 19 13 
圵	5 7 6 
泵	3 8 20 24 
賙	12 12 5 10 11 
窒	15 22 6 
㡽	24 21 5 7 
慮	7 0 11 13 
儚	22 0 11 16 
䐿	4 19 12 3 
躷	19 12 3 21 3 
㛭	21 0 9 6 
送	20 3 15 
镶	16 24 10 
憧	13 20 9 5 
羝	20 3 16 
䕸	0 11 5 10 
否	6 8 10 
嵯	12 20 3 
譇	24 3 5 9 
蛕	9 3 4 6 
財	12 5 19 19 
䣏	22 0 22 1 
爞	14 9 9 9 
皇	17 6 5 
泌	8 13 19 
䂏	19 3 21 10 
霾	5 4 4 5 
㨞	17 6 23 8 
蝽	9 3 22 9 6 
姐	21 4 6 
劺	2 17 7 11 
侌	22 24 13 2 
薴	0 15 13 18 
搇	17 22 24 4 
呅	10 24 24 
澅	8 21 5 6 
珢	6 21 4 24 
那	21 5 1 
㕭	10 19 3 24 
㒊	22 21 24 7 
矾	3 12 24 
苂	0 14 20 5 
䘶	15 20 1 1 
菙	0 19 6 5 
梯	18 20 23 
闭	20 5 19 
㠑	12 11 3 3 16 
完	15 5 16 
阘	20 9 13 3 7 
喻	10 22 6 9 
湓	8 22 21 11 
㳅	8 6 8 24 
蠳	9 12 12 21 
䈡	19 16 17 13 
碱	3 3 6 
逈	19 12 10 15 
咕	10 3 6 
㳳	8 3 16 13 
忩	22 2 13 20 
賕	12 5 8 24 
赺	5 7 22 13 18 
䒆	19 4 24 19 
枧	18 12 16 13 
鈻	16 13 7 13 
訵	24 11 6 
肒	4 21 24 24 24 
嘱	10 13 19 
壎	5 19 6 14 
㭒	18 13 7 13 
磫	3 19 22 7 
㩉	17 22 6 13 
寧	15 13 11 18 
馇	16 13 18 
㕄	3 6 23 8 
布	3 12 7 
䇰	19 1 8 6 
姢	21 2 4 6 
兮	22 6 13 1 
㻢	6 24 19 1 
䨟	5 8 5 5 
䧋	1 7 16 13 
礼	15 24 13 13 
蕓	0 5 5 2 
況	8 10 16 13 
植	18 5 7 6 
䄙	15 24 15 20 
鋑	16 2 22 19 
䀁	3 4 11 5 
拐	17 10 11 
㹯	16 19 22 18 
洁	8 5 10 
劚	13 8 11 9 10 
犑	19 17 7 3 
諭	24 22 6 9 19 
瓥	17 2 24 9 
㙁	5 19 23 20 12 
姈	21 22 24 2 9 
員	10 12 20 
䪭	20 9 20 9 
跉	10 7 22 2 
竎	20 0 9 
㮸	18 20 3 15 
艽	0 21 1 
汕	8 12 7 
嶜	12 0 16 9 
䯧	24 15 12 10 
诊	24 22 4 
秔	19 24 12 13 
䉤	19 14 21 19 
㑩	22 11 16 24 
妙	21 8 19 
彈	23 10 10 5 14 
靟	3 9 3 13 14 
狵	16 19 3 4 
厴	3 9 4 11 
炎	14 14 
俊	22 2 22 
䛑	24 13 19 19 
㿱	17 17 7 2 
萆	0 17 19 
伄	22 23 7 7 
珶	6 20 23 19 
丅	6 7 10 
搠	17 20 1 
吵	10 8 
䥕	16 20 12 19 
詉	24 21 2 24 
䙖	15 20 12 4 
䕽	0 10 7 9 
笷	19 16 19 1 
妔	21 24 12 13 
檖	18 20 4 15 
膝	4 18 22 
阌	20 4 15 2 
川	10 19 7 7 5 
委	19 21 
藻	0 8 10 
䙳	18 14 20 
鄄	18 5 1 
鎿	16 22 6 17 
猛	16 19 1 11 
泍	8 18 6 6 0 
懦	13 5 3 9 
䍊	17 12 20 16 
䵡	6 3 11 14 
跴	10 7 18 6 5 
柺	18 10 11 13 
脄	4 3 14 24 
㚈	16 5 7 20 
㿨	17 3 19 7 4 
衦	15 20 5 7 22 
蜶	9 24 22 5 
趩	5 7 11 22 
秠	19 6 8 6 
寕	15 3 11 18 
掦	17 9 16 17 
䎺	1 17 12 9 
㜼	21 11 11 6 
夞	16 7 10 23 
笟	19 17 2 24 
