Class name	IDS Label Sequece
巹	1 1 1 265 287 139 395 
榟	0 170 1 142 1 147 197 
籘	1 11 0 157 1 1 128 293 162 
靲	0 200 1 1 137 155 355 
皡	0 300 1 300 7 197 1 128 143 
狒	0 298 389 
畖	0 240 354 
賢	1 0 291 175 1 163 143 
蜥	0 258 0 170 282 
貏	0 303 1 12 197 
眛	0 163 363 
謼	0 156 5 343 421 
佶	0 131 1 233 129 
妠	0 145 132 
凬	6 154 1 139 152 
苸	1 133 421 
椧	0 170 1 1 137 139 0 129 380 
硐	0 179 6 220 1 139 129 
䙔	0 173 8 211 1 129 0 129 129 
孎	0 145 5 148 1 7 151 1 128 143 1 190 2 210 258 
䏔	0 157 275 
阊	6 321 1 152 152 
沩	0 185 344 
喿	1 1 129 0 129 129 170 
䖵	0 258 258 
腞	0 157 1 194 402 
挘	0 209 1 1 206 207 238 
嗳	0 129 1 1 260 195 5 174 175 
珛	0 226 5 174 157 
䣺	0 257 1 129 157 
暼	1 0 160 161 152 
䜆	5 224 1 0 170 170 156 
佐	0 131 5 174 149 
銻	0 166 1 128 18 
諛	0 156 414 
乑	416 
䵫	1 1 142 0 204 205 203 
玴	0 226 202 
䒻	1 133 0 249 255 
匞	8 211 149 
饤	0 296 167 
饨	0 296 388 
息	1 323 188 
章	1 147 1 152 197 
尥	4 334 2 210 155 
淽	0 185 1 133 168 
㖰	1 0 129 169 6 220 1 139 129 
棵	0 170 196 
誤	0 156 1 129 1 139 140 
媀	0 145 370 
组	0 297 278 
趪	4 1 141 171 1 134 1 1 139 381 143 
詝	0 156 1 142 167 
戔	1 136 136 
憰	0 153 1 247 6 220 1 143 129 
㹢	0 298 0 238 129 
鐔	0 166 1 264 1 152 197 
拆	0 209 322 
嶮	0 249 1 1 1 137 139 0 129 129 0 137 137 
嫜	0 145 1 147 1 152 197 
挃	0 209 1 1 139 178 141 
䴲	0 1 7 170 0 137 137 248 405 
誑	0 156 0 298 226 
魍	4 314 6 220 1 306 350 
鈸	0 166 4 5 174 175 155 
柄	0 170 1 139 132 
蜔	0 258 2 210 240 
㹑	0 301 2 289 1 177 1 163 143 
幑	0 0 165 1 249 1 139 186 161 
尘	1 206 141 
蠡	1 1 194 402 0 258 258 
囷	9 286 135 
聜	0 231 1 1 142 143 149 
趁	4 1 141 171 1 137 216 
檥	0 170 1 1 306 141 359 
䴳	0 1 7 170 0 137 137 248 1 142 143 
晋	1 273 152 
㐯	1 1 158 1 129 129 1 135 152 
熳	0 234 1 1 152 190 175 
磶	0 179 1 193 2 210 267 
扮	0 209 1 143 271 
蹆	0 1 129 168 4 228 304 
做	0 131 0 1 197 129 161 
艿	1 133 327 
湴	0 185 1 306 311 
齘	0 1 168 3 308 1 1 0 137 137 139 0 137 137 1 137 0 207 151 
辂	0 250 1 248 129 
䐰	0 6 312 177 0 0 131 151 1 248 157 
泹	0 185 1 152 139 
磖	0 179 1 0 183 183 300 
仟	0 131 236 
糮	0 218 1 0 291 1 189 155 330 
僅	0 131 1 134 10 
鋺	0 166 1 142 0 204 205 
各	1 248 129 
播	0 209 1 242 240 
柏	0 170 300 
域	0 141 2 136 1 129 139 
珤	0 226 261 
坆	0 141 161 
喸	1 246 0 129 169 
铟	0 221 9 286 140 
阁	6 321 1 248 129 
蛅	0 258 1 219 129 
䙕	0 173 0 165 1 0 137 137 171 
亗	1 249 177 
虜	5 343 1 240 238 
㝔	1 142 1 158 356 
胖	0 157 1 128 25 
禨	0 254 2 36 137 
梖	0 170 1 163 143 
袗	0 173 1 137 216 
䞃	0 1 163 143 0 1 1 139 178 141 161 
转	0 250 439 
䑵	0 288 1 152 157 
業	1 311 1 306 363 
䂜	0 179 214 
䨒	1 146 0 183 183 
膄	0 157 1 20 175 
鞧	0 200 1 128 257 
邜	0 204 217 
㗟	1 0 185 1 158 141 0 129 169 
恐	1 0 149 6 154 155 188 
䑪	0 288 1 1 137 139 129 
霱	1 146 1 247 6 220 1 143 129 
琊	0 226 0 313 217 
極	0 170 1 7 360 0 129 175 139 
呹	0 129 0 207 293 
嵬	1 249 314 
舸	0 288 2 167 129 
䨡	1 146 3 308 7 360 1 128 143 
攥	0 209 1 1 1 11 163 140 162 
妴	1 0 204 205 145 
議	0 156 1 1 306 141 359 
婔	0 145 138 
裯	0 173 6 312 1 141 129 
蒧	6 1 133 230 1 219 129 
搥	0 209 4 228 326 
屫	5 148 0 290 1 1 1 207 140 129 6 220 129 
樾	0 170 4 1 141 171 340 
昝	1 4 248 229 152 
迋	4 228 226 
显	1 152 311 
䆠	1 1 142 143 291 
舄	1 193 2 210 267 
鉧	0 166 223 
㶁	0 185 0 1 260 266 5 343 154 
䀎	0 163 256 
橠	0 170 1 1 158 1 204 204 150 
䂸	0 179 2 136 1 129 139 
叮	0 129 167 
寁	1 142 390 
鋣	0 166 0 313 217 
卾	0 1 0 129 129 1 139 256 380 
齷	0 1 168 3 308 1 1 0 137 137 139 0 137 137 5 148 1 1 139 178 141 
也	333 
揎	0 209 1 142 1 139 1 152 139 
娙	0 145 1 1 139 198 149 
磩	0 179 9 17 1 305 206 
羙	1 1 306 141 234 
潬	0 185 1 0 129 129 19 
㗑	0 129 0 428 1 139 214 
挞	0 209 4 228 140 
苉	1 133 8 211 130 
瓑	0 226 5 285 1 0 135 135 168 
煳	0 234 0 1 197 129 157 
瞫	0 163 1 264 1 152 197 
鈧	0 166 1 158 154 
㿐	5 201 4 1 141 171 1 204 204 
厝	5 285 1 241 152 
茖	1 133 1 248 129 
橗	0 170 1 133 0 152 157 
茦	1 133 315 
䴬	0 1 7 170 0 137 137 248 289 
亨	1 1 158 129 360 
䢍	4 228 191 
蚦	0 258 31 
鑬	0 166 1 0 291 1 189 155 1 163 130 
遾	4 228 1 11 7 149 0 137 137 
皂	1 300 407 
嵎	0 249 370 
牱	0 301 2 167 129 
袐	0 173 335 
匑	2 210 0 320 164 
抸	0 209 1 207 281 
蠑	0 258 1 1 0 234 234 195 170 
烋	1 0 131 170 267 
抾	0 209 1 141 178 
䩿	0 200 1 1 197 227 1 163 143 
俔	0 131 1 163 130 
奍	1 1 128 293 0 207 151 
尢	334 
缆	0 297 1 0 361 1 189 155 294 
卲	0 1 271 129 380 
祘	0 358 358 
諷	0 156 6 154 1 207 258 
㾈	5 201 0 131 266 
㙒	1 0 240 342 141 
唥	0 129 0 222 1 1 137 155 299 
掴	0 209 9 286 339 
垘	0 141 0 131 239 
瑂	0 226 5 336 163 
篖	1 11 5 224 1 382 129 
琷	0 226 5 243 341 
䕩	1 133 0 170 1 1 7 140 128 152 206 
䒱	1 133 1 1 265 287 139 
哦	0 129 359 
憞	0 153 0 1 1 158 129 309 161 
㠭	1 0 149 149 0 149 149 
勰	0 1 238 0 238 238 1 240 188 
苤	1 133 1 232 139 
月	157 
岙	1 1 207 140 249 
㟣	0 249 0 170 1 143 178 
蠋	0 258 1 190 2 210 258 
福	0 254 1 1 139 129 240 
䬸	1 0 319 175 411 
淔	0 185 1 197 26 
屩	5 148 0 165 1 1 1 207 140 129 6 220 129 
奇	1 140 2 167 129 
嚴	1 0 129 129 5 285 0 1 265 231 161 
嵣	0 249 5 224 1 382 129 
硔	0 179 1 241 143 
挺	0 209 4 235 1 207 233 
鋾	0 166 2 210 261 
疥	5 201 1 137 0 207 151 
婘	0 145 1 1 128 293 205 
蚤	1 9 175 155 258 
㤔	0 153 0 131 266 
儑	0 131 1 152 1 0 159 159 267 
創	0 1 1 137 155 5 9 148 139 129 199 
劰	0 300 238 
恛	0 153 9 286 129 
漭	0 185 1 1 133 239 227 
嵶	0 249 0 2 164 222 2 164 222 
詴	0 156 5 174 157 
犳	0 298 2 210 155 
靯	0 200 141 
㣀	0 164 1 197 1 26 143 
窏	1 1 142 143 0 185 280 
䈐	1 11 0 153 5 174 234 
坼	0 141 322 
䗀	0 258 1 1 141 143 248 
嵡	1 249 1 1 143 178 0 183 183 
䍾	0 1 139 227 0 183 183 
氳	2 272 1 9 286 137 330 
效	0 1 158 356 161 
䍅	0 261 1 1 137 155 299 
包	225 
咢	1 0 129 129 1 139 256 
装	1 0 398 233 192 
惪	1 1 197 26 188 
䟪	0 1 129 168 1 207 281 
懖	1 0 166 1 236 129 188 
惶	0 153 1 300 226 
崊	0 249 0 170 170 
靛	0 1 347 157 1 142 1 139 171 
伥	0 131 385 
䝩	0 1 163 143 1 137 216 
㠸	0 186 293 
䂵	0 179 1 149 292 
楟	0 170 1 1 1 158 129 195 167 
㸺	1 0 185 1 206 207 301 
㢥	0 6 220 1 139 129 289 
傅	0 131 1 246 266 
㳱	0 185 0 217 152 
濛	0 185 1 133 1 1 195 139 269 
眖	0 163 1 129 130 
䁍	0 163 6 9 17 139 129 
韯	2 3 136 197 1 138 139 
嘮	0 129 1 1 0 234 234 195 238 
垠	0 141 304 
葳	1 133 6 9 17 139 145 
孷	5 1 0 363 161 285 309 
䢘	4 228 1 142 266 
䘍	1 1 133 370 0 258 258 
甫	246 
籚	1 11 5 343 1 240 330 
羏	0 243 216 
㣂	0 164 1 1 139 129 6 220 1 128 1 139 151 
愾	0 153 2 272 218 
橦	0 170 1 147 274 
㳟	1 1 241 143 325 
鑉	0 166 1 133 1 1 141 178 330 
㹁	0 301 1 1 158 129 206 
丌	283 
焆	0 234 1 129 157 
慰	1 0 5 148 358 266 188 
昧	0 152 363 
䎅	0 300 0 183 183 
氕	2 272 207 
刜	0 389 199 
銊	0 166 9 17 139 
沗	1 1 139 140 325 
勭	0 1 147 274 238 
钝	0 221 388 
䆟	1 1 142 143 1 1 137 139 129 
鋵	0 166 1 135 154 
䩝	0 200 354 
仨	0 131 425 
誶	0 156 1 1 158 0 137 137 197 
订	0 127 167 
砀	0 179 259 
溞	0 185 1 9 175 155 258 
疂	1 1 240 1 128 143 1 195 278 
究	1 1 142 143 237 
坖	1 1 139 144 141 
皴	0 1 1 178 143 248 353 
栓	0 170 1 137 226 
烈	1 0 319 199 267 
楺	0 170 1 247 170 
茲	1 133 0 159 159 
逽	4 228 1 133 5 174 129 
吂	1 350 129 
摏	0 209 1 316 193 
偟	0 131 1 300 226 
㙹	0 141 1 1 1 133 190 195 204 
侠	0 131 7 293 128 
褨	0 173 5 243 149 
乞	1 189 252 
伸	0 131 318 
瞐	1 163 0 163 163 
衱	0 173 310 
㷔	0 234 1 260 0 151 152 
嚝	0 129 5 224 1 1 241 381 143 
簻	1 11 4 228 6 371 129 
荴	1 133 0 209 293 
䓬	1 133 1 219 1 152 197 
嫒	0 145 1 1 260 195 5 174 175 
潶	0 185 203 
末	405 
标	0 170 358 
墉	0 141 5 224 22 
嬴	1 1 350 129 0 0 157 145 6 154 155 
嘽	0 129 1 0 129 129 19 
獔	0 298 1 300 7 197 1 128 143 
齁	0 1 323 1 240 283 2 210 129 
躄	1 0 5 148 129 1 147 197 1 129 171 
罒	190 
銄	0 166 6 1 207 220 129 
彴	0 165 2 210 155 
缗	0 297 1 180 152 
物	0 301 2 210 0 207 207 
蚒	0 258 379 
鈗	0 166 1 178 130 
壜	0 141 1 152 1 146 1 177 178 
䂺	0 179 196 
喇	0 129 0 302 199 
㭢	0 170 0 1 139 227 199 
䏋	7 382 1 143 0 188 255 
㴡	0 185 1 135 152 
虬	0 258 341 
尽	1 394 373 
䝼	0 1 163 143 1 347 157 
韬	0 427 1 260 193 
嘑	0 129 5 343 421 
饶	0 296 1 21 144 
脿	0 157 1 347 150 
尷	4 334 1 0 291 1 189 155 330 
黈	0 1 1 241 381 143 1 158 141 
荩	1 133 1 394 373 
䁀	1 163 0 209 282 
㕻	1 155 1 232 129 
䛒	1 0 149 256 156 
趒	4 1 141 171 397 
墖	0 141 1 1 1 137 139 129 240 
㹉	0 301 5 285 1 300 206 
髽	1 0 270 216 7 141 0 137 137 
桢	0 170 1 219 292 
蚫	0 258 225 
哽	0 129 420 
屹	0 249 1 189 252 
渘	0 185 1 247 170 
鞏	1 0 149 6 154 155 200 
瘐	5 201 414 
帯	1 1 29 195 186 
䞆	0 1 163 143 1 206 1 163 143 
爱	1 1 260 195 5 174 175 
㚍	0 1 204 204 1 1 337 139 1 163 143 
䩷	0 200 1 1 1 158 128 195 191 
㚴	0 145 5 174 186 
䍃	1 260 261 
鞢	0 200 1 202 170 
竑	0 147 5 174 178 
䇄	0 147 1 189 252 
㝂	0 309 0 209 282 
蘯	1 133 1 0 185 1 1 152 139 2 210 0 207 207 330 
㯟	1 0 170 170 1 194 325 
麲	0 1 7 170 0 137 137 248 1 163 130 
寄	1 142 1 140 2 167 129 
趣	4 1 141 171 0 231 175 
㬺	0 157 1 1 128 293 186 
搶	0 209 1 1 137 155 5 9 148 139 129 
䟦	0 1 129 168 1 207 5 174 175 
樖	1 1 1 137 139 129 0 170 2 167 129 
戴	2 3 136 197 1 240 1 241 143 
嵐	1 249 6 154 1 207 258 
籉	1 11 1 1 1 233 129 195 1 1 139 178 141 
㴤	0 185 0 170 1 158 141 
钸	0 221 5 174 186 
毬	4 279 369 
柪	0 170 0 159 238 
䁮	0 163 1 0 368 368 152 
邓	0 175 217 
揻	0 209 6 9 17 139 145 
哎	0 129 1 133 213 
巚	1 249 0 5 343 1 1 139 129 6 220 1 128 1 139 151 239 
旘	0 191 2 3 136 1 158 128 152 
遍	4 228 5 251 6 220 245 
㠷	0 186 310 
阥	0 217 287 
箂	1 11 7 170 0 137 137 
儮	0 131 5 285 1 0 135 135 168 
快	0 153 349 
掸	0 209 1 128 19 
栅	0 170 372 
䀦	0 163 1 197 129 
蛐	0 258 352 
嬶	0 145 1 323 1 240 283 
嚺	0 129 4 228 1 190 1 128 269 
帀	1 139 186 
扐	0 209 238 
㓢	0 1 248 129 199 
遶	4 228 1 1 141 0 141 141 144 
修	0 0 131 151 1 248 216 
鐶	0 166 1 1 190 1 139 129 150 
超	4 1 141 171 1 271 129 
蚓	0 258 0 164 151 
梬	0 170 1 381 256 
岸	1 249 5 285 212 
宕	1 142 179 
蘧	1 133 4 228 5 343 269 
㵋	0 185 1 190 1 163 143 
幈	0 186 5 148 1 128 1 139 227 
崆	0 249 1 1 142 143 149 
氉	0 1 1 129 0 129 129 170 279 
琄	0 226 1 129 157 
䆯	1 1 1 142 143 1 0 175 175 0 175 175 145 
䚾	0 156 1 207 233 
耱	0 401 5 224 1 0 170 170 179 
䵐	0 1 1 241 381 143 1 0 129 129 19 
巶	0 1 271 129 255 
㜘	0 145 5 343 278 
揫	1 0 135 234 374 
捥	0 209 1 142 0 204 205 
㠲	0 186 169 
陻	0 217 1 264 141 
柕	0 170 247 
膒	0 157 8 211 1 129 0 129 129 
溅	0 185 0 292 417 
㙥	0 141 1 1 158 1 143 129 150 
瀸	0 185 2 3 136 0 137 137 1 138 139 
访	0 127 191 
峀	1 249 381 
澲	0 185 1 311 1 306 363 
樋	0 170 4 228 1 299 6 220 25 
銕	0 166 375 
㩧	0 209 1 152 1 1 241 143 325 
䃻	0 179 1 146 0 200 157 
矞	1 247 6 220 1 143 129 
慬	0 153 1 134 10 
噚	0 129 1 1 215 0 149 129 266 
迆	4 228 333 
聡	0 231 1 1 143 178 188 
芲	1 1 133 137 169 
㿽	1 1 143 256 330 
蕚	1 1 133 1 129 0 129 129 1 139 256 
皔	0 300 1 152 212 
炖	0 234 388 
䛘	0 156 0 131 1 207 233 
戸	1 139 148 
㡑	1 0 135 234 186 
䍒	1 190 170 
䥵	0 166 0 152 1 1 141 0 141 141 144 
钿	0 221 240 
䍚	1 190 1 155 304 
桎	0 170 1 1 139 178 141 
㦍	0 153 1 0 129 129 1 306 13 
䅐	0 135 1 163 130 
勮	0 5 343 269 238 
扊	5 251 1 234 234 
羰	0 243 1 249 5 174 234 
㐬	1 1 158 178 9 130 151 
廓	5 224 0 1 1 158 129 309 217 
煡	0 234 4 235 307 
立	147 
悝	0 153 274 
萫	1 133 1 135 152 
槢	0 170 1 0 183 183 300 
澻	0 185 4 228 1 128 269 
枠	0 170 1 237 197 
䞞	4 1 141 171 389 
㻿	0 226 1 190 2 210 258 
喍	0 129 1 0 168 169 170 
旳	0 152 2 210 155 
攕	0 209 2 3 136 0 137 137 1 138 139 
瑟	1 0 226 226 335 
䞇	1 0 1 1 141 130 141 345 1 163 143 
㼖	0 354 1 1 194 402 0 258 258 
氡	2 272 1 248 373 
䈂	1 11 1 128 1 139 227 
秅	0 135 1 207 407 
䎀	0 0 183 183 340 
㷬	0 234 1 133 1 152 140 
㾘	5 201 420 
嗵	0 129 4 228 1 299 6 220 25 
袩	0 173 1 219 129 
錑	0 166 5 251 239 
隘	0 217 1 1 306 143 330 
泅	0 185 9 286 137 
姣	0 145 1 158 356 
扥	0 209 52 
牙	313 
㡻	5 224 386 
薞	1 133 0 319 411 
瘿	5 201 1 0 292 292 145 
秥	0 135 1 219 129 
㒴	1 187 172 
搷	0 209 1 197 1 26 143 
鉹	0 166 1 204 204 
桨	1 0 398 204 170 
兙	4 1 1 197 129 130 197 
墀	0 141 5 148 1 7 151 1 128 143 301 
䊃	0 218 6 154 1 139 186 
貲	1 0 168 169 1 163 143 
遃	4 228 5 1 1 158 128 285 216 
㸶	0 301 9 286 140 
㷒	0 234 370 
躊	0 1 129 168 1 1 1 1 233 265 149 139 0 129 266 
媙	0 145 6 9 17 139 145 
礝	0 179 1 146 284 
垳	0 141 0 165 1 139 167 
丶	155 
拠	0 209 4 248 154 
摱	0 209 1 1 152 190 175 
鑫	1 166 0 166 166 
缜	0 297 1 197 1 26 143 
凢	1 207 154 
蛉	0 258 1 1 137 155 299 
厱	5 285 1 1 1 137 139 0 129 129 0 137 137 
㚧	0 145 224 
吕	1 129 129 
哐	0 129 8 211 226 
嶞	1 0 217 1 5 174 149 157 249 
愎	0 153 1 1 189 152 248 
㫏	0 191 1 189 1 264 145 
㺳	0 226 1 219 175 
夳	1 140 177 
大	140 
虚	5 343 311 
減	0 185 6 9 17 139 129 
㓹	0 5 285 1 234 234 199 
䉀	1 11 5 224 1 134 267 
䟩	0 1 129 168 1 141 178 
偔	0 131 1 0 129 129 1 139 256 
乒	1 348 207 
秪	0 135 1 331 155 
杜	0 170 141 
塌	0 141 1 152 0 183 183 
睘	1 1 190 1 139 129 150 
嵲	0 249 1 323 170 
募	1 1 133 1 152 140 238 
妨	0 145 191 
桇	1 0 145 129 170 
蹄	0 1 129 168 1 1 1 158 128 195 186 
䕇	1 133 5 224 314 
锗	0 221 5 262 152 
贷	1 0 131 289 292 
鎈	0 166 5 243 149 
㚿	0 145 225 
墜	1 0 217 1 128 269 141 
玅	0 1 158 159 1 206 207 
撓	0 209 1 1 141 0 141 141 144 
崿	0 249 1 0 129 129 1 139 256 
䂗	0 179 169 
䙲	1 264 140 
烝	1 1 1 265 287 139 267 
䆻	1 1 142 143 0 1 265 231 161 
穑	0 135 1 7 141 128 9 286 129 
猍	0 298 7 170 0 137 137 
还	4 228 232 
䃌	0 179 1 264 141 
泫	0 185 1 158 159 
㽜	1 0 204 205 240 
鈃	0 166 1 139 227 
渍	0 185 1 347 292 
旣	0 1 300 169 368 
珻	0 226 1 189 223 
㙻	0 141 5 224 1 1 274 130 141 
束	302 
䬃	4 6 154 1 207 258 147 
膎	0 157 1 260 1 159 140 
媦	0 145 1 240 157 
㱹	0 319 5 285 1 0 135 135 168 
敤	0 196 1 219 175 
䥦	0 166 4 228 1 5 174 149 157 
拴	0 209 1 137 226 
䏼	0 157 1 136 136 
庙	5 224 381 
礠	0 179 1 1 306 0 159 159 188 
姦	1 145 0 145 145 
窊	1 1 142 143 354 
徢	0 165 390 
曊	0 152 1 389 1 163 143 
㞕	5 148 1 143 157 
旪	0 152 197 
礌	0 179 1 146 240 
瘅	5 201 1 128 19 
唼	0 129 1 147 145 
椃	0 170 5 343 154 
磟	0 179 1 0 183 183 1 137 216 
婂	0 145 1 300 186 
燤	0 234 1 133 370 
淉	0 185 196 
恘	0 153 0 131 170 
黆	0 1 1 241 381 143 328 
婶	0 145 1 142 318 
䎒	0 0 183 183 1 136 136 
覾	0 1 142 1 242 240 1 163 130 
聢	0 231 1 142 1 139 171 
韩	0 1 197 1 152 197 427 
㔍	0 1 11 1 163 227 199 
藜	1 133 1 0 135 2 210 207 1 137 325 
椀	0 170 1 142 0 204 205 
㥤	1 0 247 1 1 137 155 355 188 
菵	1 133 6 220 1 306 350 
䐺	0 157 1 264 1 152 197 
嗈	0 129 1 198 1 129 268 
鎏	1 0 185 1 1 158 178 9 130 151 166 
蒞	1 133 0 185 0 131 147 
谴	0 127 4 228 1 1 337 139 176 
䙘	0 173 9 17 1 305 206 
琓	0 226 1 142 1 139 144 
䞗	4 1 141 171 442 
灸	1 423 234 
匹	8 211 130 
邲	0 335 217 
孿	1 0 0 162 156 162 309 
㵹	0 0 185 249 1 133 1 152 140 
䒠	1 133 214 
黓	0 203 289 
程	0 135 1 129 226 
䀷	0 163 0 1 141 178 238 
遢	4 228 1 152 0 183 183 
蓤	1 133 0 222 1 1 141 143 248 
㗘	0 129 1 246 266 
獐	0 298 1 147 1 152 197 
惮	0 153 1 128 19 
槊	1 0 1 306 13 157 170 
湲	0 185 1 1 260 139 5 174 175 
戩	0 1 1 1 139 0 178 178 139 152 136 
所	0 1 207 148 282 
冶	0 222 1 178 129 
棇	0 170 1 1 143 178 188 
酵	0 257 5 262 309 
焵	0 234 6 220 1 306 249 
睾	1 207 1 190 1 141 1 128 212 
邮	0 381 217 
剤	0 1 277 0 0 207 177 151 199 
银	0 221 304 
擂	0 209 1 146 240 
䆼	1 1 142 143 4 228 6 371 129 
宋	1 142 170 
岿	1 249 0 0 151 207 215 
泇	0 185 0 238 129 
䔈	1 133 1 149 1 163 143 
诃	0 127 2 167 129 
缸	0 261 149 
媒	0 145 1 351 170 
陘	0 217 1 1 139 198 149 
壸	1 1 233 195 273 
薄	1 133 0 185 1 246 266 
㚏	1 140 227 
斿	0 191 1 189 309 
䛃	0 156 1 139 144 
㘟	9 286 227 
俍	0 131 1 155 304 
尤	4 334 155 
碹	0 179 1 142 1 139 1 152 139 
绺	0 297 1 4 248 229 129 
蔥	1 133 1 9 1 207 286 248 188 
笰	1 11 389 
䄩	0 135 289 
㑶	0 131 2 272 218 
臥	0 291 137 
苖	1 133 381 
廂	5 224 0 170 163 
耞	0 401 0 238 129 
剧	0 5 148 1 197 129 199 
櫎	0 170 5 224 1 1 241 381 143 
婕	0 145 390 
冓	1 1 181 139 182 
迊	4 228 1 139 186 
垒	1 1 178 0 178 178 141 
膀	0 157 1 1 1 158 128 195 191 
鄌	0 5 224 1 382 129 217 
挂	0 209 1 141 141 
艞	0 288 1 11 397 
淴	0 185 1 2 210 0 207 207 188 
罕	1 1 195 130 212 
哬	0 129 0 131 2 167 129 
萄	1 133 2 210 261 
慴	0 153 1 0 183 183 300 
鬏	1 0 270 216 0 135 234 
内	132 
䁊	0 163 1 9 175 155 163 
楞	0 170 1 190 191 
韈	0 200 1 1 133 190 9 17 155 
㩾	0 419 1 197 175 
唟	1 1 141 178 0 129 169 
孨	1 309 0 309 309 
䙝	1 1 158 0 1 141 1 128 212 345 150 
偻	0 131 1 218 145 
鞼	0 200 1 1 337 139 1 163 143 
楮	0 170 5 262 152 
佂	0 131 1 139 168 
㲰	0 1 1 142 1 188 330 167 279 
疃	0 240 1 147 274 
犼	0 298 0 309 341 
㞲	0 249 337 
垥	0 141 1 1 137 139 129 
臗	0 157 1 142 1 133 8 1 163 130 155 
瓳	0 1 197 129 365 
抭	0 209 1 142 154 
敦	0 1 1 158 129 309 161 
商	1 1 158 128 6 220 1 143 129 
㐾	0 131 1 139 144 
罡	1 190 1 139 168 
嶆	0 249 1 27 152 
宾	1 142 1 348 143 
䝞	0 303 5 343 154 
浙	0 185 0 209 282 
阎	6 321 1 210 193 
鑩	0 166 462 
㥅	0 153 1 1 260 195 175 
蹇	1 1 1 142 1 181 139 143 1 129 171 
湺	0 185 0 131 1 129 170 
髤	1 0 270 216 170 
鑐	0 166 1 146 284 
琀	0 226 1 1 1 137 155 355 129 
䉣	1 11 1 193 2 210 267 
炨	0 234 1 142 169 
䊈	0 218 1 189 223 
屌	5 148 1 129 186 
㳁	0 185 5 285 137 
抢	0 209 1 137 205 
蘷	1 1 133 1 1 139 0 0 168 300 255 143 248 
烩	0 234 1 137 1 177 178 
拶	0 209 1 198 204 
臱	1 1 323 1 142 143 191 
撾	0 209 4 228 6 371 129 
枸	0 170 2 210 129 
㚒	7 140 0 187 187 
剀	0 1 249 395 199 
斁	0 1 190 1 141 1 128 212 161 
䗩	0 258 9 17 1 305 206 
蝟	0 258 1 240 157 
曢	0 152 1 142 1 1 7 140 128 152 206 
籹	0 218 145 
姭	1 1 238 0 238 238 145 
藬	1 133 0 217 1 1 337 139 1 163 143 
㧇	0 209 6 220 139 
誀	0 156 231 
嘲	0 129 0 1 197 1 152 197 157 
䇤	1 11 1 139 132 
黝	0 203 0 159 238 
鉈	0 166 1 142 169 
忤	0 153 1 189 197 
䶕	0 1 168 3 308 1 1 0 137 137 139 0 137 137 268 
愦	0 153 1 1 337 139 292 
遆	4 228 1 1 1 158 128 195 186 
岾	0 249 1 219 129 
茽	1 133 0 131 337 
捲	0 209 1 1 128 293 205 
婑	0 145 1 135 145 
眎	0 163 358 
抺	0 209 363 
萲	1 133 1 1 260 139 5 174 175 
但	0 131 1 152 139 
忦	0 153 1 137 0 207 151 
婥	0 145 1 219 1 152 197 
厧	5 285 1 197 1 26 143 
䣹	0 257 0 131 136 
穬	0 135 5 224 1 1 241 381 143 
瓟	4 354 225 
狖	0 298 1 142 143 
冭	1 140 373 
堓	0 141 1 249 5 285 212 
溪	0 185 1 260 1 159 140 
暅	0 152 0 153 1 139 1 152 139 
镐	0 221 1 1 158 129 6 220 129 
沠	0 185 384 
㔑	1 1 133 0 326 1 147 197 271 
鞰	0 200 1 152 330 
蠝	0 258 1 240 0 240 240 
棎	0 170 1 1 195 130 170 
谛	0 127 1 1 1 158 128 195 186 
遇	4 228 370 
蛶	0 258 1 260 266 
鄸	0 1 1 1 133 190 195 204 217 
炫	0 234 1 158 159 
埸	0 141 1 152 2 210 0 207 207 
渀	0 185 1 140 1 197 227 
烸	0 234 1 189 223 
忱	0 153 328 
愭	0 153 1 5 262 169 152 
泒	0 185 354 
㥉	0 153 1 147 129 
㧟	0 209 0 185 211 
褴	0 173 1 0 361 1 189 155 330 
䁫	0 163 203 
啌	0 129 1 1 142 143 149 
堰	0 141 8 211 1 152 145 
岃	1 249 2 271 207 
䥊	0 166 1 347 1 163 143 
靸	0 200 310 
桟	0 170 48 
戓	2 136 129 
㠹	0 186 1 137 0 207 151 
㯩	0 1 1 175 0 175 175 170 375 
肩	5 251 157 
擿	0 209 4 228 1 1 158 128 6 220 1 197 129 
泊	0 185 300 
斮	0 1 241 152 282 
奠	1 1 128 257 140 
雫	1 146 404 
睆	0 163 1 142 1 139 144 
唠	0 129 1 1 133 195 238 
玻	0 226 353 
炞	0 234 1 155 404 
肮	0 157 1 158 154 
墇	0 141 1 147 1 152 197 
揪	0 209 0 135 234 
匁	464 
㨷	0 209 1 134 10 
蔋	1 133 0 185 0 1 305 206 175 
拀	0 209 1 129 130 
讘	0 156 1 231 0 231 231 
棱	0 170 1 1 141 143 248 
伩	0 131 277 
迍	4 228 388 
癊	5 201 0 217 1 1 1 137 155 355 1 177 178 
青	1 347 157 
馒	0 296 1 1 152 190 175 
李	1 170 309 
焨	0 234 1 152 157 
皪	0 300 1 0 0 159 300 159 170 
㤍	1 0 149 256 188 
䟇	4 1 141 171 2 36 137 
妒	0 145 251 
夿	1 140 268 
䁝	1 1 0 234 234 195 163 
譞	0 156 1 1 190 1 139 129 150 
琍	0 226 0 135 199 
媸	0 145 1 1 13 139 258 
鈷	0 166 1 197 129 
莣	1 133 1 350 188 
昛	0 152 184 
